Time [msec],x [m],y [m],z [m],Red,Green,Blue
0,-17.5,0,0,255,230,255
250,-17.5,0,0.0031,255,103,255
500,-17.5,0,0.0151,255,14,255
750,-17.5,0,0.0358,255,1,255
1000,-17.5,0,0.0651,255,1,255
1250,-17.5,0,0.103,255,1,255
1500,-17.5,0,0.1491,255,1,255
1750,-17.5,0,0.2034,255,1,255
2000,-17.5,0,0.2657,255,1,255
2250,-17.5,0,0.3358,255,1,255
2500,-17.5,0,0.4136,255,1,255
2750,-17.5,0,0.4989,255,1,255
3000,-17.5,0,0.5916,255,1,255
3250,-17.5,0,0.6915,255,1,255
3500,-17.5,0,0.7984,255,1,255
3750,-17.5,0,0.9122,255,1,255
4000,-17.5,0,1.0328,255,1,255
4250,-17.5,0,1.1599,255,1,255
4500,-17.5,0,1.2935,255,1,255
4750,-17.5,0,1.4333,255,1,255
5000,-17.5,0,1.5792,255,1,255
5250,-17.5,0,1.7311,255,1,255
5500,-17.5,0,1.8888,255,1,255
5750,-17.5,0,2.052,255,1,255
6000,-17.5,0,2.2208,255,1,255
6250,-17.5,0,2.3948,255,1,255
6500,-17.5,0,2.5741,255,1,255
6750,-17.5,0,2.7583,255,1,255
7000,-17.5,0,2.9473,255,2,255
7250,-17.5,0,3.1411,255,2,255
7500,-17.5,0,3.3393,255,2,255
7750,-17.5,0,3.5419,255,2,255
8000,-17.5,0,3.7488,255,2,255
8250,-17.5,0,3.9597,255,2,255
8500,-17.5,0,4.1744,255,2,255
8750,-17.5,0,4.393,255,2,255
9000,-17.5,0,4.615,255,2,255
9250,-17.5,0,4.8405,255,2,255
9500,-17.5,0,5.0693,255,2,255
9750,-17.5,0,5.3012,255,2,255
10000,-17.5,0,5.536,255,2,255
10250,-17.5,0,5.7736,255,2,255
10500,-17.5,0,6.0139,255,2,255
10750,-17.5,0,6.2566,255,2,255
11000,-17.5,0,6.5016,255,2,255
11250,-17.5,0,6.7488,255,2,255
11500,-17.5,0,6.998,255,2,255
11750,-17.5,0,7.249,255,2,255
12000,-17.5,0,7.5017,255,2,255
12250,-17.5,0,7.7559,255,2,255
12500,-17.5,0,8.0115,255,2,255
12750,-17.5,0,8.2683,255,2,255
13000,-17.5,0,8.5262,255,2,255
13250,-17.5,0,8.7849,252,2,255
13500,-17.5,0,9.0444,249,2,255
13750,-17.5,0,9.3045,246,2,255
14000,-17.5,0,9.565,243,2,255
14250,-17.5,0,9.8257,240,2,255
