idx,t,px,py,pz,vx,vy,vz,ax,ay,az,yaw,mode,ledr,ledg,ledb
0,0.0,2.5000000000000013,-3.4877672584888e-180,2.0921552308495158e-18,-8.881784197001252e-15,-2.0616217665221642e-164,0.004696426493664358,8.881784197001252e-14,1.3744145110147751e-163,-0.21344284329109559,0.0,70.0,6.0,255.0,4.0
1,0.05,2.500000000000001,-1.0308108832610856e-165,0.00023482132468321997,-4.440892098500626e-15,-1.3744145110147767e-164,-0.005975715670890423,8.881784197001252e-14,1.889819952645316e-163,-0.3201839095252563,0.0,70.0,6.0,255.0,4.0
2,0.1,2.500000000000001,-1.37441451101478e-165,-0.0005975715670890402,0.0,-1.7180181387684802e-165,-0.02732196445886128,4.440892098500626e-14,2.0616217665221626e-163,-0.42696426493664325,0.0,70.0,6.0,255.0,4.0
3,0.15000000000000002,2.500000000000001,-1.2026126971379336e-165,-0.002497375121202908,0.0,6.872072555073859e-165,-0.048672142164554746,5.329070518200751e-13,1.374414511014787e-163,-0.42704284329111875,0.0,70.0,6.0,255.0,4.0
4,0.2,2.500000000000001,-6.872072555073941e-166,-0.0054647857835445155,5.3290705182007514e-14,1.2026126971379391e-164,-0.07002624878797316,5.329070518200751e-13,6.727903200771748e-164,-0.42713649671595033,0.0,70.0,6.0,255.0,4.0
5,0.25,2.500000000000006,5.53905018994741e-180,-0.009500000000000225,5.3290705182007514e-14,1.3599975755845608e-164,-0.09138579183614978,-5.329070518200751e-13,-1.117312495842624e-164,-0.4273168317953807,0.0,70.0,6.0,255.0,4.0
6,0.30000000000000004,2.500000000000006,6.727903200771665e-166,-0.014603364967159494,0.0,1.0908814475536767e-164,-0.11275793196751123,-5.329070518200751e-13,-1.0011760715434225e-163,-0.4276068798870067,0.0,70.0,6.0,255.0,4.0
7,0.35000000000000003,2.500000000000006,1.0908814475536823e-165,-0.02077579319675135,0.0,3.588215040411382e-165,-0.13414647982485045,0.0,-1.8077235147787627e-163,-0.4278102463240092,0.0,70.0,6.0,255.0,4.0
8,0.4,2.500000000000006,1.0316118241183047e-165,-0.02801801294964454,0.0,-7.168420672250862e-165,-0.15553895659991215,0.0,-2.2314212282559086e-163,-0.42761328589219577,0.0,70.0,6.0,255.0,4.0
9,0.45,2.500000000000006,3.740393803285961e-166,-0.036329688856742565,0.0,-1.8725997242147707e-164,-0.17690780841407003,0.0,-1.974319213083545e-163,-0.42675144014420213,0.0,70.0,6.0,255.0,4.0
10,0.5,2.500000000000006,-8.409879000964664e-166,-0.04570879379105154,0.0,-2.691161280308631e-164,-0.19821410061433237,0.0,-6.1832634178515935e-164,-0.4250107488224214,0.0,70.0,6.0,255.0,4.0
11,0.55,2.500000000000006,-2.317121899980035e-165,-0.0561510989181758,0.0,-2.49092606599993e-164,-0.21940888329631217,0.0,1.972717331369141e-163,-0.4223206311340155,0.0,70.0,6.0,255.0,4.0
12,0.6000000000000001,2.500000000000006,-3.3319139660963964e-165,-0.06764968212068276,0.0,-7.184439489394898e-165,-0.24044616372773392,0.0,4.9994728308591046e-163,-0.4189047015285688,0.0,70.0,6.0,255.0,4.0
13,0.65,2.500000000000006,-3.0355658489195247e-165,-0.0801957152909492,0.0,2.5085467648591745e-164,-0.26129935344916905,0.0,7.117961398244875e-163,-0.4151905759487018,0.0,70.0,6.0,255.0,4.0
14,0.7000000000000001,2.500000000000006,-8.233672012372219e-166,-0.09377961746559967,0.0,6.3995174493053864e-164,-0.2819652213226041,0.0,6.910517716221025e-163,-0.4116625943563934,0.0,70.0,6.0,255.0,4.0
15,0.75,2.500000000000006,3.3639516003858623e-165,-0.10839223742320961,0.0,9.419064481080199e-164,-0.3024656128848084,0.0,2.4733053671406565e-163,-0.4088211538944636,0.0,70.0,6.0,255.0,4.0
16,0.8,2.500000000000006,8.595697279842976e-165,-0.12402617875408051,0.0,8.872822816446043e-164,-0.32284733671205046,0.0,-6.904110189363376e-163,-0.406924272045896,0.0,70.0,6.0,255.0,4.0
17,0.8500000000000001,2.500000000000006,1.2236774416831905e-164,-0.14067697109441465,0.0,2.514954291716822e-164,-0.343158040089398,0.0,-1.8190167808657657e-162,-0.4057573345081139,0.0,70.0,6.0,255.0,4.0
18,0.9,2.500000000000006,1.1110651571559799e-164,-0.1583419827630203,0.0,-9.317344992211616e-164,-0.36342307016286185,0.0,-2.6240424364723597e-162,-0.40488054084914793,0.0,70.0,6.0,255.0,4.0
19,0.9500000000000001,2.500000000000006,2.919429424620288e-165,-0.17701927811070084,0.0,-2.3725470073006777e-163,-0.3836460941743128,0.0,-2.566775165180053e-162,-0.4038569236889722,0.0,70.0,6.0,255.0,4.0
20,1.0,2.500000000000006,-1.2614818501446978e-164,-0.19670659218045158,0.0,-3.498509664401215e-163,-0.40380876253175907,0.0,-9.274895126777453e-163,-0.4022407661358446,0.0,70.0,6.0,255.0,4.0
21,1.05,2.500000000000006,-3.2065667219391864e-164,-0.21740015436387675,0.0,-3.300036519978423e-163,-0.42387017078789724,0.0,2.564372342608437e-162,-0.3998030732231983,0.0,70.0,6.0,255.0,4.0
22,1.1,2.500000000000006,-4.5615183701231214e-164,-0.2390936092592413,0.0,-9.341373217927783e-164,-0.4437890698540789,0.0,6.776119840377153e-162,-0.39675500472801384,0.0,70.0,6.0,255.0,4.0
23,1.1500000000000001,2.500000000000006,-4.140704043731965e-164,-0.26177906134928464,0.0,3.47608332039873e-163,-0.4635456712606986,0.0,9.78437360606495e-162,-0.39351737720484115,0.0,70.0,6.0,255.0,4.0
24,1.2000000000000002,2.500000000000006,-1.0854350497243918e-164,-0.28544817638531117,0.0,8.850236284272172e-163,-0.483140807574563,0.0,9.576048889098109e-162,-0.39050337056140416,0.0,70.0,6.0,255.0,4.0
25,1.25,2.500000000000006,4.7095322405402066e-164,-0.31009314210674094,0.0,1.3052132209496838e-162,-0.502596008316839,0.0,3.4626275139969187e-162,-0.3881396976460727,0.0,70.0,6.0,255.0,4.0
26,1.3,2.500000000000006,1.1966697159772448e-163,-0.3357077772169951,0.0,1.231286379826909e-162,-0.5219547773391703,0.0,-9.567078351497406e-162,-0.3866365819144735,0.0,70.0,6.0,255.0,4.0
27,1.35,2.500000000000006,1.7022396038809296e-163,-0.36228861984065797,0.0,3.4850538579994325e-163,-0.5412596665082864,0.0,-2.528546258064285e-161,-0.38573453469172847,0.0,70.0,6.0,255.0,4.0
28,1.4000000000000001,2.500000000000006,1.545175101777188e-163,-0.3898337438678237,0.0,-1.297259878237376e-162,-0.5605282308083431,0.0,-3.651345198778744e-161,-0.3849380622195697,0.0,70.0,6.0,255.0,4.0
29,1.4500000000000002,2.500000000000006,4.049797256435535e-164,-0.4183414429214923,0.0,-3.302839812978801e-162,-0.5797534727302434,0.0,-3.5737420391212386e-161,-0.3837631604989622,0.0,70.0,6.0,255.0,4.0
30,1.5,2.500000000000006,-1.7576647112016128e-163,-0.44780909114084805,0.0,-4.871001917358615e-162,-0.5989045468582394,0.0,-1.2923020543309946e-161,-0.3817285551680094,0.0,70.0,6.0,255.0,4.0
31,1.55,2.500000000000006,-4.466022191715061e-163,-0.4782318976073162,0.0,-4.595141867309796e-162,-0.6179263282470443,0.0,3.570394106338121e-161,-0.3786031399114764,0.0,70.0,6.0,255.0,4.0
32,1.6,2.500000000000006,-6.352806578511408e-163,-0.5096017239655525,0.0,-1.3006078110204938e-162,-0.636764860849387,0.0,9.436573048219427e-161,-0.3746785115167184,0.0,70.0,6.0,255.0,4.0
33,1.6500000000000001,2.500000000000006,-5.766630002735555e-163,-0.5419083836922549,0.0,4.841431180909632e-162,-0.6553941793987161,0.0,1.362694343450848e-160,-0.37052039722689223,0.0,70.0,6.0,255.0,4.0
34,1.7000000000000002,2.500000000000006,-1.511375397601776e-163,-0.5751411419054241,0.0,1.2326335623487987e-161,-0.6738169005720762,0.0,1.3337363267575161e-160,-0.3666961086548848,0.0,70.0,6.0,255.0,4.0
35,1.75,2.500000000000006,6.559705620752432e-163,-0.6092900737494625,0.0,1.8178794448484794e-161,-0.6920637902642046,0.0,4.82294546592428e-161,-0.36375801641379546,0.0,70.0,6.0,255.0,4.0
36,1.8,2.500000000000006,1.6667419050883022e-162,-0.6443475209318446,0.0,1.7149281089412267e-161,-0.7101927022134558,0.0,-1.3324868590202794e-160,-0.3619845181132564,0.0,70.0,6.0,255.0,4.0
37,1.85,2.500000000000006,2.37089867101647e-162,-0.6803093439708081,0.0,4.853925858281999e-162,-0.7282622420755303,0.0,-3.521774593481344e-160,-0.36113612786614624,0.0,70.0,6.0,255.0,4.0
38,1.9000000000000001,2.500000000000006,2.152134490916502e-162,-0.7171737451393976,0.0,-1.8068464845401174e-161,-0.7463063150000704,0.0,-5.085642853925516e-160,-0.3607148010873584,0.0,70.0,6.0,255.0,4.0
39,1.9500000000000002,2.500000000000006,5.640521864763522e-163,-0.7549399754708151,0.0,-4.600250268097316e-161,-0.7643337221842661,0.0,-4.9775711031179394e-160,-0.36021305756217536,0.0,70.0,6.0,255.0,4.0
40,2.0,2.500000000000006,-2.448115777180815e-162,-0.7936071173578242,0.0,-6.784417587658057e-161,-0.7823276207562879,0.0,-1.7999479809366108e-160,-0.3591314071487939,0.0,70.0,6.0,255.0,4.0
41,2.0500000000000003,2.500000000000006,-6.220365401181706e-162,-0.8331727375464439,0.0,-6.400198249033927e-161,-0.8002468628991455,0.0,4.972908025447306e-160,-0.3571999531366665,0.0,70.0,6.0,255.0,4.0
42,2.1,2.500000000000006,-8.848314026214742e-162,-0.8736318036477387,0.0,-1.811509562210751e-161,-0.8180476160699546,0.0,1.3143441069103434e-159,-0.35454965767144353,0.0,70.0,6.0,255.0,4.0
43,2.15,2.500000000000006,-8.031874963392457e-162,-0.9149774991534394,0.0,6.7432428200695075e-161,-0.8357018286662898,0.0,1.8979877072251226e-159,-0.35148603944934464,0.0,70.0,6.0,255.0,4.0
44,2.2,2.500000000000006,-2.1050712061452342e-162,-0.9572019865143677,0.0,1.7168367510040476e-160,-0.853196220014889,0.0,1.8576548085714245e-159,-0.34831254687727187,0.0,70.0,6.0,255.0,4.0
45,2.25,2.500000000000006,9.13649254664802e-162,-1.0002971211549283,0.0,2.5319790905783754e-160,-0.870533083354017,0.0,6.717497377154007e-160,-0.3453363083709249,0.0,70.0,6.0,255.0,4.0
46,2.3000000000000003,2.500000000000006,2.3214719699638523e-161,-1.0442552948497694,0.0,2.3885864887194483e-160,-0.8877298508519815,0.0,-1.8559145242768945e-159,-0.34273399101836244,0.0,70.0,6.0,255.0,4.0
47,2.35,2.500000000000006,3.3022357433842506e-161,-1.0890701062401265,0.0,6.760645663014808e-161,-0.9048064824558533,0.0,-4.90519896829324e-159,-0.34045974028258374,0.0,70.0,6.0,255.0,4.0
48,2.4000000000000004,2.500000000000006,2.997536536265333e-161,-1.1347359430953547,0.0,-2.516612479573792e-160,-0.9217758248802399,0.0,-7.08338654350794e-159,-0.33838905976339984,0.0,70.0,6.0,255.0,4.0
49,2.45,2.500000000000006,7.856232638104585e-162,-1.1812476887281504,0.0,-6.407321977206459e-160,-0.9386453884321933,0.0,-6.932862123973905e-159,-0.33641535632742414,0.0,70.0,6.0,255.0,4.0
50,2.5,2.500000000000006,-3.409785440941126e-161,-1.228600481938574,0.0,-9.449474603547697e-160,-0.9554173605129823,0.0,-2.507004152767944e-159,-0.33443543395952346,0.0,70.0,6.0,255.0,4.0
51,2.5500000000000003,2.500000000000006,-8.663851339737239e-161,-1.2767894247794487,0.0,-8.914326129974403e-160,-0.9720889318281456,0.0,6.926367294562848e-159,-0.3323847354703924,0.0,70.0,6.0,255.0,4.0
52,2.6,2.500000000000006,-1.232411157091553e-160,-1.3258093751213886,0.0,-2.5231073089848496e-160,-0.9886558340600216,0.0,1.830645176626262e-158,-0.3302523135991553,0.0,70.0,6.0,255.0,4.0
53,2.6500000000000004,2.500000000000006,-1.1186958648722088e-160,-1.3756550081854508,0.0,9.392125636288219e-160,-1.0051141631880611,0.0,2.6435558466806636e-158,-0.3280359499355123,0.0,70.0,6.0,255.0,4.0
54,2.7,2.500000000000006,-2.9319859346273106e-161,-1.4263207914401947,0.0,2.391245115782179e-159,-1.0214594290535728,0.0,2.587379368732419e-158,-0.3257198273469486,0.0,70.0,6.0,255.0,4.0
55,2.75,2.500000000000006,1.27254925090997e-160,-1.4778009510908081,0.0,3.526591932361241e-159,-1.037686145922756,0.0,9.356266873356372e-159,-0.3232699278189033,0.0,70.0,6.0,255.0,4.0
56,2.8000000000000003,2.500000000000006,3.23339333889851e-160,-1.5300894060324703,0.0,3.326871803117816e-159,-1.0537864218354631,0.0,-2.58495546539745e-158,-0.3206803538132075,0.0,70.0,6.0,255.0,4.0
57,2.85,2.500000000000006,4.599421054027786e-160,-1.5831795932743544,0.0,9.41636466963791e-160,-1.0697541813040767,0.0,-6.832060809675723e-158,-0.3180510053206964,0.0,70.0,6.0,255.0,4.0
58,2.9000000000000004,2.500000000000006,4.175029805862301e-160,-1.637064824162878,0.0,-3.505189006557907e-159,-1.0855915223675328,0.0,-9.865884732371859e-158,-0.31554714049464305,0.0,70.0,6.0,255.0,4.0
59,2.95,2.500000000000006,1.094232047469878e-160,-1.6917387455111077,0.0,-8.924248265408068e-159,-1.101308895353541,0.0,-9.656231262532285e-158,-0.31333190771147823,0.0,70.0,6.0,255.0,4.0
60,3.0,2.500000000000006,-4.749218459545768e-160,-1.7471957136982321,0.0,-1.3161420269090193e-158,-1.1169247131386806,0.0,-3.4918063340657536e-158,-0.31158079882063205,0.0,70.0,6.0,255.0,4.0
61,3.0500000000000003,2.500000000000006,-1.2067188221620317e-159,-1.8034312168249758,0.0,-1.2416054599473822e-158,-1.1324669752356042,0.0,9.647185132133515e-158,-0.31036144834422075,0.0,70.0,6.0,255.0,4.0
62,3.1,2.500000000000006,-1.716527305901959e-159,-1.8604424112217925,0.0,-3.514235136956678e-159,-1.1479608579731027,0.0,2.5497598062076632e-157,-0.30946012199470907,0.0,70.0,6.0,255.0,4.0
63,3.1500000000000004,2.500000000000006,-1.5581423358576994e-159,-1.918227302622286,0.0,1.308154346260281e-158,-1.1634129874350752,0.0,3.681998308280677e-157,-0.30849735288784874,0.0,70.0,6.0,255.0,4.0
64,3.2,2.500000000000006,-4.0837295964167796e-160,-1.9767837099653,0.0,3.3305747945850092e-158,-1.1788105932618875,0.0,3.603754568139672e-157,-0.30709370730828134,0.0,70.0,6.0,255.0,4.0
65,3.25,2.500000000000006,1.77243245872731e-159,-2.0361083619484748,0.0,4.911908914399953e-158,-1.1941223581659033,0.0,1.3031598648927398e-157,-0.3048749421664665,0.0,70.0,6.0,255.0,4.0
66,3.3000000000000003,2.500000000000006,4.5035359547582753e-159,-2.0961959457818904,0.0,4.633734659477749e-158,-1.2092980874785342,0.0,-3.600378506313661e-157,-0.3016724542083793,0.0,70.0,6.0,255.0,4.0
67,3.35,2.500000000000006,6.406167118205059e-159,-2.157038170696328,0.0,1.3115304080862915e-158,-1.2242896035867412,0.0,-9.515833143863085e-157,-0.29775922931136733,0.0,70.0,6.0,255.0,4.0
68,3.4000000000000004,2.500000000000006,5.815066362844567e-159,-2.2186249061405645,0.0,-4.882098484385335e-158,-1.239074010409671,0.0,-1.3741404759885527e-156,-0.2936552428258299,0.0,70.0,6.0,255.0,4.0
